channel,audience,spend,impressions,clicks,conversions,ctr,cpc,cpa,engagement_score,trend_alignment,roas,conversion_rate
Facebook,Women 45-60,500.0,20947,502,20,0.023965245619897838,0.9960159362549801,25.0,0.3,96.85474744952296,1.1,0.04
Pinterest,Men 25-34,500.0,16823,706,49,0.0419663555846163,0.7082152974504249,10.204081632653061,0.1,90.23649898711938,0.6756646566729804,0.07
Twitter,Men 18-24,500.0,19217,922,73,0.04797835250039028,0.5422993492407809,6.8493150684931505,0.5,85.14346710651598,5.31,0.08
Twitter,Men 18-24,500.0,15026,360,14,0.023958471981898044,1.3888888888888888,35.714285714285715,0.5,94.7711926313197,2.77,0.04
Instagram,Women 18-24,500.0,18524,666,39,0.035953357806089395,0.7507507507507507,12.820512820512821,0.8,91.18367343237892,0.62,0.06
Instagram,Women 18-24,500.0,18076,1193,131,0.06599911484841779,0.4191114836546521,3.816793893129771,0.7,84.94295735518673,3.66,0.11
Instagram,Men 25-34,500.0,17815,748,52,0.041987089531293854,0.6684491978609626,9.615384615384615,0.8,84.69511805890757,0.98,0.07
Twitter,Men 25-34,500.0,16704,1202,144,0.0719588122605364,0.415973377703827,3.4722222222222223,0.1,96.68105196503866,3.28,0.12
Instagram,Women 45-60,500.0,21958,1976,296,0.08998998087257491,0.25303643724696356,1.6891891891891893,0.6,83.03289878628937,4.73,0.15
Twitter,Men 35-44,500.0,16643,399,15,0.02397404314126059,1.2531328320802004,33.333333333333336,0.2,86.34695445572855,3.11,0.04
Instagram,Women 45-60,500.0,17223,1136,124,0.06595831156012309,0.44014084507042256,4.032258064516129,0.3,89.59800467725229,5.2,0.11
Pinterest,Women 25-34,500.0,19338,696,41,0.03599131244182439,0.7183908045977011,12.195121951219512,0.1,97.0442373937891,0.8115125770622569,0.06
Facebook,Men 18-24,500.0,17934,1076,107,0.05999776959964313,0.4646840148698885,4.672897196261682,0.5,95.7801595851631,4.59,0.1
Instagram,Men 45-60,500.0,17928,1505,210,0.08394689870593484,0.33222591362126247,2.380952380952381,0.9,93.92883201607148,1.73,0.14
Pinterest,Men 45-60,500.0,18691,336,10,0.01797656626183725,1.4880952380952381,50.0,0.1,84.88232412711928,0.9098235720808122,0.03
Facebook,Women 45-60,500.0,19205,1613,225,0.08398854464983077,0.30998140111593303,2.2222222222222223,0.1,90.69896541689153,5.8,0.14
Twitter,Men 45-60,500.0,17526,1577,236,0.08998060025105557,0.31705770450221943,2.1186440677966103,0.4,81.44457215983793,2.14,0.15
Pinterest,Men 35-44,500.0,16157,872,78,0.053970415299870025,0.573394495412844,6.410256410256411,0.1,88.93501670114134,0.7793380696016388,0.09
Instagram,Men 35-44,500.0,15203,729,58,0.04795106229033743,0.6858710562414266,8.620689655172415,0.9,91.69966615427379,5.39,0.08
Instagram,Women 35-44,500.0,20209,848,59,0.04196150230095502,0.589622641509434,8.474576271186441,1.0,86.27499871873101,3.22,0.07
Facebook,Men 18-24,500.0,15624,1406,210,0.08998975934459806,0.35561877667140823,2.380952380952381,0.3,94.82079366374033,6.58,0.15
Instagram,Men 35-44,500.0,16166,290,8,0.017938884077693926,1.7241379310344827,62.5,0.8,84.90710930423987,2.16,0.03
Twitter,Men 25-34,500.0,19533,351,10,0.017969589924742742,1.4245014245014245,50.0,0.6,85.04876492706154,4.99,0.03
Instagram,All Ages,500.0,22408,1478,162,0.06595858621920743,0.3382949932341001,3.0864197530864197,0.9,95.40464928867902,6.66,0.11
Twitter,Women 25-34,500.0,21953,1053,84,0.04796610941556963,0.4748338081671415,5.9523809523809526,0.6,89.61167076347165,4.26,0.08
Pinterest,Men 18-24,500.0,20744,1618,210,0.07799845738526803,0.30902348578491967,2.380952380952381,0.1,80.39754022182639,0.825812358155865,0.13
Facebook,All Ages,500.0,20420,1592,206,0.07796278158667973,0.314070351758794,2.4271844660194173,0.7,91.36911211193065,5.46,0.13
Facebook,Women 35-44,500.0,16530,297,8,0.017967332123411978,1.6835016835016836,62.5,0.4,81.53480061737537,4.35,0.03
Instagram,Women 25-34,500.0,19513,819,57,0.04197201865423051,0.6105006105006106,8.771929824561404,0.6,85.6704175459252,3.8,0.07
Facebook,Men 45-60,500.0,19671,472,18,0.02399471302933252,1.0593220338983051,27.77777777777778,0.1,96.70124972532612,7.76,0.04
Instagram,Women 45-60,500.0,16239,876,78,0.05394420838721596,0.5707762557077626,6.410256410256411,0.8,92.79250368065807,1.67,0.09
Pinterest,Men 45-60,500.0,20611,247,4,0.01198389209645335,2.0242914979757085,125.0,0.1,82.8096736654555,0.5,0.02
Pinterest,All Ages,500.0,21213,1018,81,0.04798944043746759,0.4911591355599214,6.172839506172839,0.1,89.38628677815773,0.6005908059315381,0.08
Facebook,Women 45-60,500.0,17189,825,66,0.0479958112746524,0.6060606060606061,7.575757575757576,0.8,84.88099183964438,6.99,0.08
Facebook,Women 25-34,500.0,15728,1415,212,0.08996693794506612,0.35335689045936397,2.358490566037736,1.0,81.26900331269161,2.36,0.15
Facebook,Men 35-44,500.0,17968,323,9,0.01797640249332146,1.5479876160990713,55.55555555555556,1.0,85.70794631392775,3.69,0.03
Twitter,Women 18-24,500.0,22185,1064,85,0.04796033355871084,0.4699248120300752,5.882352941176471,0.9,89.46265052099685,0.72,0.08
Twitter,Men 18-24,500.0,20943,628,31,0.029986152891180826,0.7961783439490446,16.129032258064516,0.6,97.16201579535561,4.0,0.05
Pinterest,Women 35-44,500.0,15507,1302,182,0.08396208164054943,0.38402457757296465,2.7472527472527473,0.1,82.21635999884332,0.5,0.14
Twitter,Women 35-44,500.0,16366,687,48,0.041977269949896125,0.727802037845706,10.416666666666666,0.6,91.88142089633243,3.08,0.07
Twitter,Women 18-24,500.0,19876,1192,119,0.05997182531696518,0.41946308724832215,4.201680672268908,0.8,82.449730573719,5.44,0.1
Facebook,Women 25-34,500.0,16681,1201,144,0.07199808164978119,0.4163197335553705,3.4722222222222223,0.4,81.75349337622221,4.93,0.12
Facebook,Women 35-44,500.0,21061,1010,80,0.04795593751483785,0.49504950495049505,6.25,0.4,87.59871017856759,4.4,0.08
Twitter,All Ages,500.0,15897,1335,186,0.08397810907718438,0.37453183520599254,2.6881720430107525,0.9,90.51180718218325,0.89,0.14
Pinterest,Women 25-34,500.0,16959,203,4,0.011970045403620497,2.4630541871921183,125.0,0.1,86.33696048544385,0.5,0.02
Facebook,Women 18-24,500.0,19520,1405,168,0.07197745901639344,0.35587188612099646,2.9761904761904763,0.8,93.0629375823689,5.37,0.12
Facebook,Women 25-34,500.0,15532,186,3,0.011975276847798094,2.6881720430107525,166.66666666666666,0.6,87.49594897922157,2.69,0.02
Instagram,Men 25-34,500.0,19355,348,10,0.017979850167915267,1.4367816091954022,50.0,0.1,95.11632987668318,7.98,0.03
Instagram,Men 35-44,500.0,18381,1213,133,0.06599205701539633,0.41220115416323166,3.7593984962406015,1.0,83.87095386344798,0.5,0.11
Instagram,Women 45-60,500.0,20372,1100,99,0.05399568034557235,0.45454545454545453,5.05050505050505,0.5,96.76411549375266,1.02,0.09
Twitter,Women 18-24,500.0,21461,1416,155,0.06598015003960672,0.3531073446327684,3.225806451612903,0.5,94.63112077524617,0.89,0.11
Facebook,Women 35-44,500.0,15556,560,33,0.03599897145795834,0.8928571428571429,15.151515151515152,0.3,81.49310821474461,0.91,0.06
Twitter,Women 45-60,500.0,17307,1349,175,0.07794534003582365,0.37064492216456635,2.857142857142857,0.8,90.5085618440496,2.23,0.13
Facebook,Men 25-34,500.0,20488,368,11,0.017961733697774308,1.358695652173913,45.45454545454545,0.3,91.05402631381989,2.7,0.03
Instagram,Men 35-44,500.0,16282,390,15,0.023952831347500307,1.2820512820512822,33.333333333333336,0.9,85.943058980783,2.23,0.04
Pinterest,Men 45-60,500.0,21796,653,32,0.029959625619379704,0.7656967840735069,15.625,0.1,80.12834267697261,0.5,0.05
Pinterest,Women 18-24,500.0,19562,586,29,0.02995603721500869,0.8532423208191127,17.24137931034483,0.1,81.9065265916949,0.5,0.05
Pinterest,All Ages,500.0,20529,1108,99,0.05397242924643188,0.45126353790613716,5.05050505050505,0.1,92.37407172872898,0.5,0.09
Twitter,All Ages,500.0,22270,668,33,0.02999550965424338,0.7485029940119761,15.151515151515152,0.2,92.0087244488484,3.4,0.05
Twitter,Men 18-24,500.0,19752,592,29,0.029971648440664238,0.8445945945945946,17.24137931034483,0.4,94.2718588772447,6.07,0.05
Facebook,Women 35-44,500.0,15930,1338,187,0.0839924670433145,0.37369207772795215,2.6737967914438503,0.1,84.88295948312386,0.75,0.14
Twitter,Men 25-34,500.0,20806,873,61,0.041959050273959436,0.572737686139748,8.19672131147541,0.8,89.72942820635284,3.95,0.07
Twitter,Women 35-44,500.0,21044,1641,213,0.07797947158334917,0.30469226081657524,2.347417840375587,0.7,90.65993109968603,7.82,0.13
Instagram,Men 35-44,500.0,16735,1405,196,0.0839557812966836,0.35587188612099646,2.5510204081632653,1.0,83.10798038541002,0.5,0.14
Pinterest,Women 35-44,500.0,20397,1346,148,0.06599009658283081,0.37147102526002973,3.3783783783783785,0.1,91.58321652405903,1.145769960125345,0.11
Pinterest,Women 18-24,500.0,18186,1200,132,0.06598482349059716,0.4166666666666667,3.787878787878788,0.1,86.28771448938606,0.9741725870020485,0.11
Instagram,Men 18-24,500.0,17464,419,16,0.023992212551534584,1.1933174224343674,31.25,0.6,94.83542671656686,7.04,0.04
Instagram,Women 25-34,500.0,18831,1694,254,0.0899580478997398,0.29515938606847697,1.968503937007874,0.3,83.66807517543751,5.9,0.15
Instagram,Men 45-60,500.0,20182,1695,237,0.08398572985828956,0.2949852507374631,2.109704641350211,0.5,89.87804765771398,5.07,0.14
Facebook,Women 45-60,500.0,15551,279,8,0.01794096842646775,1.7921146953405018,62.5,1.0,94.04332124483409,7.24,0.03
Facebook,Men 25-34,500.0,17750,1491,208,0.084,0.335345405767941,2.4038461538461537,0.4,80.59429482847109,5.24,0.14
Facebook,Men 25-34,500.0,17521,1051,105,0.059985160664345644,0.47573739295908657,4.761904761904762,0.9,95.91904505735995,7.04,0.1
Twitter,Men 25-34,500.0,17753,1384,179,0.07795865487523236,0.36127167630057805,2.793296089385475,0.5,86.95808250643603,6.83,0.13
Facebook,Men 45-60,500.0,15266,1190,154,0.0779510022271715,0.42016806722689076,3.2467532467532467,0.6,80.8828133241946,5.37,0.13
Pinterest,Men 35-44,500.0,19590,940,75,0.0479836651352731,0.5319148936170213,6.666666666666667,0.1,92.45746040679887,0.5,0.08
Pinterest,Women 18-24,500.0,19763,948,75,0.0479684258462784,0.5274261603375527,6.666666666666667,0.1,96.59174898731347,0.5290919004634979,0.08
Pinterest,Women 45-60,500.0,20356,1709,239,0.08395559048929063,0.29256875365710944,2.092050209205021,0.1,93.5369044514398,0.5,0.14
Instagram,Men 25-34,500.0,18977,455,18,0.02397639247510144,1.098901098901099,27.77777777777778,0.5,89.6190567013389,2.27,0.04
Instagram,Women 45-60,500.0,15734,1416,212,0.08999618660226262,0.3531073446327684,2.358490566037736,0.1,85.17888520753175,1.15,0.15
Facebook,Women 25-34,500.0,18047,541,27,0.029977281542638665,0.9242144177449169,18.51851851851852,0.1,82.73543168293128,2.82,0.05
Pinterest,Women 25-34,500.0,22439,1884,263,0.08396096082713134,0.2653927813163482,1.9011406844106464,0.1,91.01019107864772,1.1833068854960662,0.14
Pinterest,Men 45-60,500.0,19502,1170,117,0.05999384678494513,0.42735042735042733,4.273504273504273,0.1,94.81799721569985,0.9223358805377192,0.1
Twitter,Men 18-24,500.0,19889,716,42,0.03599979888380512,0.6983240223463687,11.904761904761905,0.2,96.1739903887094,3.09,0.06
Instagram,Women 25-34,500.0,22002,1452,159,0.06599400054540497,0.3443526170798898,3.1446540880503147,0.2,87.77919043727708,4.92,0.11
Pinterest,Men 45-60,500.0,20403,612,30,0.02999558888398765,0.8169934640522876,16.666666666666668,0.1,96.90142272837433,1.2798304078779206,0.05
Pinterest,Men 45-60,500.0,20553,1603,208,0.07799348027052012,0.3119151590767311,2.4038461538461537,0.1,81.06023424637684,0.5,0.13
Twitter,Men 45-60,500.0,16937,508,25,0.02999350534333117,0.984251968503937,20.0,0.4,85.01318531742506,6.26,0.05
Twitter,Women 35-44,500.0,21698,1562,187,0.07198820167757397,0.3201024327784891,2.6737967914438503,0.6,80.33373421346916,6.0,0.12
Facebook,Women 18-24,500.0,20098,241,4,0.011991242909742263,2.074688796680498,125.0,0.8,93.84357042896426,4.74,0.02
Instagram,Women 18-24,500.0,20522,1600,208,0.07796511061300068,0.3125,2.4038461538461537,0.9,81.17676739184387,1.74,0.13
Instagram,Women 45-60,500.0,15353,460,23,0.02996157102846349,1.0869565217391304,21.73913043478261,0.2,86.0477600478657,6.71,0.05
Facebook,Women 25-34,500.0,18782,901,72,0.0479714620381216,0.5549389567147613,6.944444444444445,0.5,95.30301394165298,1.33,0.08
Pinterest,Women 45-60,500.0,15876,190,3,0.011967750062988159,2.6315789473684212,166.66666666666666,0.1,92.39617190100826,0.5,0.02
Pinterest,Men 18-24,500.0,22042,925,64,0.04196533889846656,0.5405405405405406,7.8125,0.1,92.40467899122808,0.9616602785451414,0.07
Facebook,Women 45-60,500.0,15150,636,44,0.04198019801980198,0.7861635220125787,11.363636363636363,0.8,86.49458345713418,7.62,0.07
Facebook,Women 25-34,500.0,16925,609,36,0.03598227474150665,0.8210180623973727,13.88888888888889,0.5,85.89074956941084,0.94,0.06
Instagram,Men 45-60,500.0,22290,936,65,0.04199192462987887,0.5341880341880342,7.6923076923076925,0.6,92.3097485221766,5.68,0.07
Twitter,Women 18-24,500.0,20105,482,19,0.023974135787117632,1.037344398340249,26.31578947368421,0.7,90.82271478547261,1.3,0.04
Twitter,Women 45-60,500.0,22344,268,5,0.011994271392767633,1.8656716417910448,100.0,0.4,85.7318839954742,6.84,0.02
Instagram,Men 45-60,500.0,20105,723,43,0.03596120368067645,0.6915629322268326,11.627906976744185,0.1,95.55817266582491,2.44,0.06
Instagram,All Ages,500.0,15077,1356,203,0.08993831664124162,0.3687315634218289,2.4630541871921183,0.1,82.32041238029949,0.53,0.15
Instagram,Women 45-60,500.0,17218,309,9,0.017946335230572655,1.6181229773462784,55.55555555555556,0.7,97.83270464118726,4.96,0.03
Facebook,Men 35-44,500.0,21474,1159,104,0.053972245506193534,0.4314063848144953,4.8076923076923075,1.0,86.04426662963971,5.73,0.09
Twitter,Women 25-34,500.0,19872,953,76,0.047956924315619966,0.5246589716684156,6.578947368421052,0.3,83.61211903450699,1.4,0.08
Twitter,Women 18-24,500.0,18662,1119,111,0.05996141892616011,0.44682752457551383,4.504504504504505,1.0,90.44759968759928,0.94,0.1
Twitter,Men 45-60,500.0,19149,804,56,0.041986526711577626,0.6218905472636815,8.928571428571429,0.6,81.71846397263505,2.73,0.07
Twitter,All Ages,500.0,16255,195,3,0.011996308828052906,2.5641025641025643,166.66666666666666,1.0,87.08207281485217,1.48,0.02
Facebook,Women 45-60,500.0,15955,574,34,0.03597618301472893,0.8710801393728222,14.705882352941176,0.4,91.45301572942739,2.04,0.06
Facebook,All Ages,500.0,18545,890,71,0.04799137233755729,0.5617977528089888,7.042253521126761,0.1,89.55602271213267,0.53,0.08
Instagram,Men 25-34,500.0,16219,583,34,0.035945496023182685,0.8576329331046312,14.705882352941176,0.7,89.6974523631794,2.65,0.06
Facebook,Women 18-24,500.0,17113,1026,102,0.059954420615906036,0.4873294346978557,4.901960784313726,0.7,81.72181701885816,3.43,0.1
Instagram,Men 45-60,500.0,17299,311,9,0.01797791779871669,1.607717041800643,55.55555555555556,1.0,97.27403566800541,5.6,0.03
Twitter,Men 18-24,500.0,19579,234,4,0.011951580775320497,2.1367521367521367,125.0,0.5,90.76503181754266,6.72,0.02
Twitter,Women 18-24,500.0,22274,935,65,0.04197719313998384,0.5347593582887701,7.6923076923076925,0.7,95.48964985882255,7.29,0.07
Instagram,Men 18-24,500.0,16358,1472,220,0.08998655092309574,0.33967391304347827,2.272727272727273,0.2,83.27332616816578,4.75,0.15
Instagram,Women 18-24,500.0,17785,640,38,0.03598538093899353,0.78125,13.157894736842104,0.4,86.27532740211359,7.92,0.06
Facebook,Women 45-60,500.0,16372,982,98,0.0599804544344002,0.5091649694501018,5.1020408163265305,0.6,86.76977671579243,0.5,0.1
Facebook,Men 45-60,500.0,18513,555,27,0.029978933722249232,0.9009009009009009,18.51851851851852,0.2,90.61206702938435,2.86,0.05
Pinterest,Women 18-24,500.0,15639,938,93,0.059978259479506364,0.5330490405117271,5.376344086021505,0.1,96.53324050483549,0.5,0.1
Facebook,All Ages,500.0,21680,1821,254,0.08399446494464945,0.2745744096650192,1.968503937007874,0.8,96.48126095281788,4.76,0.14
Instagram,Women 18-24,500.0,15005,180,3,0.011996001332889037,2.7777777777777777,166.66666666666666,0.9,90.0837211042995,6.76,0.02
Instagram,All Ages,500.0,20021,240,4,0.011987413216123071,2.0833333333333335,125.0,1.0,85.43694451302913,7.22,0.02
Facebook,Women 18-24,500.0,19956,1317,144,0.06599518941671678,0.37965072133637057,3.4722222222222223,0.6,93.63332436843291,2.9,0.11
Twitter,Women 25-34,500.0,22460,1347,134,0.05997328584149599,0.3711952487008166,3.7313432835820897,0.8,94.40448331477185,4.67,0.1
Twitter,Men 18-24,500.0,19079,1144,114,0.059961213900099584,0.4370629370629371,4.385964912280702,1.0,95.86640504717003,1.38,0.1
Twitter,Women 25-34,500.0,21919,394,11,0.01797527259455267,1.2690355329949239,45.45454545454545,0.8,90.5989552071934,5.5,0.03
Facebook,Women 25-34,500.0,16473,296,8,0.017968797426091178,1.6891891891891893,62.5,0.2,87.23794388773113,1.01,0.03
Facebook,Men 25-34,500.0,20022,840,58,0.041953850764159424,0.5952380952380952,8.620689655172415,0.6,94.26106481459732,7.17,0.07
Facebook,Women 35-44,500.0,17542,947,85,0.05398472238057234,0.5279831045406547,5.882352941176471,1.0,97.30350079667215,2.14,0.09
Facebook,Men 35-44,500.0,17875,429,17,0.024,1.1655011655011656,29.41176470588235,0.9,90.46628201426029,6.28,0.04
Twitter,Men 25-34,500.0,17130,1336,173,0.07799182720373614,0.37425149700598803,2.8901734104046244,0.2,81.92411700324122,7.81,0.13
Twitter,Men 45-60,500.0,21100,886,62,0.04199052132701422,0.5643340857787811,8.064516129032258,0.9,93.46063714170472,0.91,0.07
Twitter,Men 35-44,500.0,15000,540,32,0.036,0.9259259259259259,15.625,1.0,84.39991067371368,6.17,0.06
Instagram,Women 35-44,500.0,21091,506,20,0.023991275899672846,0.9881422924901185,25.0,0.7,80.61248880053058,4.71,0.04
Pinterest,Women 18-24,500.0,20584,1111,99,0.05397396035755927,0.45004500450045004,5.05050505050505,0.1,89.95570928097315,0.5,0.09
Instagram,Women 18-24,500.0,20662,1735,242,0.08397057400058078,0.2881844380403458,2.0661157024793386,1.0,83.98104501302186,7.94,0.14
Instagram,All Ages,500.0,18581,1449,188,0.07798288574350143,0.3450655624568668,2.6595744680851063,0.9,90.62108399225585,5.91,0.13
Twitter,Women 25-34,500.0,20183,242,4,0.011990288856958827,2.0661157024793386,125.0,0.5,81.15205743138077,6.9,0.02
Facebook,Women 45-60,500.0,16702,801,64,0.04795832834391091,0.6242197253433208,7.8125,0.6,91.50039392942573,2.94,0.08
Instagram,Women 18-24,500.0,22167,532,21,0.02399963910317138,0.9398496240601504,23.80952380952381,0.2,97.06732478007363,7.37,0.04
Twitter,Women 18-24,500.0,19457,583,29,0.02996350927686694,0.8576329331046312,17.24137931034483,0.6,94.80898313503744,4.95,0.05
Instagram,Women 18-24,500.0,15453,1019,112,0.06594188830647771,0.49067713444553485,4.464285714285714,0.2,87.9696351926126,3.26,0.11
Twitter,Men 35-44,500.0,15241,1097,131,0.07197690440259825,0.45578851412944393,3.816793893129771,0.3,89.93364233037694,6.14,0.12
Facebook,Men 35-44,500.0,16350,686,48,0.04195718654434251,0.7288629737609329,10.416666666666666,0.2,94.76077220305035,6.42,0.07
Facebook,Women 18-24,500.0,16466,987,98,0.05994169804445524,0.5065856129685917,5.1020408163265305,0.2,85.77890716972762,2.44,0.1
Twitter,Men 35-44,500.0,16435,690,48,0.0419835716458777,0.7246376811594203,10.416666666666666,0.9,84.91725788806612,3.97,0.07
Instagram,All Ages,500.0,16366,1276,165,0.07796651594769645,0.39184952978056425,3.0303030303030303,0.2,84.4121717092878,1.54,0.13
Twitter,Men 35-44,500.0,19977,1318,144,0.06597587225309105,0.37936267071320184,3.4722222222222223,1.0,94.23970268189613,5.64,0.11
Twitter,Men 45-60,500.0,21638,519,20,0.023985580922451243,0.9633911368015414,25.0,0.8,92.72402400800914,5.97,0.04
Instagram,Men 25-34,500.0,17674,530,26,0.02998755233676587,0.9433962264150944,19.23076923076923,0.5,82.82324264342328,5.27,0.05
Facebook,Women 25-34,500.0,17243,206,4,0.011946876993562606,2.4271844660194173,125.0,0.2,80.58876961506574,0.5,0.02
Instagram,All Ages,500.0,19221,230,4,0.01196607876801415,2.1739130434782608,125.0,0.3,84.0623305922583,5.48,0.02
Pinterest,Women 45-60,500.0,19823,1665,233,0.08399334106845584,0.3003003003003003,2.1459227467811157,0.1,89.67388343889115,1.2440809551439005,0.14
Instagram,Women 45-60,500.0,20133,483,19,0.023990463418268514,1.0351966873706004,26.31578947368421,0.6,97.24867758433143,7.59,0.04
Instagram,Men 45-60,500.0,20513,1230,123,0.05996197533271584,0.4065040650406504,4.065040650406504,1.0,88.09622182283012,0.8,0.1
Twitter,Men 35-44,500.0,22455,943,66,0.04199510131373859,0.5302226935312832,7.575757575757576,0.1,84.07621796584596,2.67,0.07
Pinterest,All Ages,500.0,16603,1095,120,0.06595193639703668,0.45662100456621,4.166666666666667,0.1,92.32069297326872,0.9759600596387494,0.11
Facebook,All Ages,500.0,19284,231,4,0.011978842563783447,2.1645021645021645,125.0,0.7,88.07971682932097,6.84,0.02
Pinterest,Women 18-24,500.0,19081,686,41,0.03595199413028667,0.7288629737609329,12.195121951219512,0.1,88.83577450573087,0.5380292636470029,0.06
Instagram,Men 35-44,500.0,19348,1276,140,0.06594996898904279,0.39184952978056425,3.5714285714285716,0.6,91.06710014093147,6.58,0.11
Twitter,Women 45-60,500.0,22393,1881,263,0.08399946411825124,0.2658160552897395,1.9011406844106464,0.8,82.57029830778089,1.11,0.14
Facebook,Women 18-24,500.0,20446,1226,122,0.05996282891519124,0.4078303425774878,4.098360655737705,0.8,88.90647348651802,7.81,0.1
Twitter,Women 35-44,500.0,21840,1310,131,0.059981684981684984,0.3816793893129771,3.816793893129771,1.0,83.41276799311991,4.74,0.1
Facebook,Men 18-24,500.0,15546,559,33,0.035957802650199405,0.8944543828264758,15.151515151515152,0.1,93.54224884752608,1.6,0.06
Twitter,Women 45-60,500.0,15158,1273,178,0.0839820556801689,0.3927729772191673,2.808988764044944,0.7,88.1322621698963,6.54,0.14
Facebook,Men 25-34,500.0,15023,540,32,0.03594488451041736,0.9259259259259259,15.625,0.6,87.4640648417254,0.5,0.06
Facebook,Women 18-24,500.0,16740,1406,196,0.08399044205495819,0.35561877667140823,2.5510204081632653,0.1,89.69939561690697,7.09,0.14
Instagram,Men 18-24,500.0,19944,717,43,0.03595066185318893,0.697350069735007,11.627906976744185,0.1,83.18441568786432,3.88,0.06
Facebook,Women 18-24,500.0,21139,253,5,0.011968399640474952,1.976284584980237,100.0,0.9,84.08695469812183,4.71,0.02
